排名,英文,語料次數,頻率層,詞性,中文,學習優先度,類型,過去式,過去分詞,不規則,筆記
4106,differently,25,03｜常用,,,B 擴充,,,,,
4107,discipline,25,03｜常用,,,B 擴充,,,,,
4108,discovery,25,03｜常用,,,B 擴充,,,,,
4109,distress,25,03｜常用,,,B 擴充,,,,,
4110,dose,25,03｜常用,,,B 擴充,,,,,
4111,drank,25,03｜常用,,,B 擴充,,,,,
4112,duration,25,03｜常用,,,B 擴充,,,,,
4113,edinburgh,25,03｜常用,,,B 擴充,,,,,
4114,embolism,25,03｜常用,,,B 擴充,,,,,
4115,en,25,03｜常用,,,B 擴充,,,,,
4116,endless,25,03｜常用,,,B 擴充,,,,,
4117,ensues,25,03｜常用,,,B 擴充,,,,,
4118,epiphysial,25,03｜常用,,,B 擴充,,,,,
4119,excess,25,03｜常用,,,B 擴充,,,,,
4120,explaining,25,03｜常用,,,B 擴充,,,,,
4121,fairly,25,03｜常用,,,B 擴充,,,,,
4122,falls,25,03｜常用,,,B 擴充,,,,,
4123,finance,25,03｜常用,n.,財務,A 基礎必會,名詞,—,—,—,
4124,formidable,25,03｜常用,,,B 擴充,,,,,
4125,fun,25,03｜常用,,,B 擴充,,,,,
4126,funny,25,03｜常用,,,B 擴充,,,,,
4127,gossip,25,03｜常用,,,B 擴充,,,,,
4128,gouty,25,03｜常用,,,B 擴充,,,,,
4129,harrison,25,03｜常用,,,B 擴充,,,,,
4130,hatred,25,03｜常用,,,B 擴充,,,,,
4131,heroes,25,03｜常用,,,B 擴充,,,,,
4132,hosmer,25,03｜常用,,,B 擴充,,,,,
4133,hum,25,03｜常用,,,B 擴充,,,,,
4134,ideal,25,03｜常用,,,B 擴充,,,,,
4135,ilagin,25,03｜常用,,,B 擴充,,,,,
4136,implicated,25,03｜常用,,,B 擴充,,,,,
4137,independently,25,03｜常用,,,B 擴充,,,,,
4138,inflicted,25,03｜常用,,,B 擴充,,,,,
4139,injections,25,03｜常用,,,B 擴充,,,,,
4140,instances,25,03｜常用,,,B 擴充,,,,,
4141,intervention,25,03｜常用,,,B 擴充,,,,,
4142,investigation,25,03｜常用,,,B 擴充,,,,,
4143,joyous,25,03｜常用,,,B 擴充,,,,,
4144,jury,25,03｜常用,,,B 擴充,,,,,
4145,largest,25,03｜常用,,,B 擴充,,,,,
4146,larynx,25,03｜常用,,,B 擴充,,,,,
4147,lest,25,03｜常用,,,B 擴充,,,,,
4148,ligaments,25,03｜常用,,,B 擴充,,,,,
4149,lymphatic,25,03｜常用,,,B 擴充,,,,,
4150,measured,25,03｜常用,,,B 擴充,,,,,
4151,messenger,25,03｜常用,,,B 擴充,,,,,
4152,mozhaysk,25,03｜常用,,,B 擴充,,,,,
4153,naive,25,03｜常用,,,B 擴充,,,,,
4154,naked,25,03｜常用,,,B 擴充,,,,,
4155,narrative,25,03｜常用,,,B 擴充,,,,,
4156,occurring,25,03｜常用,,,B 擴充,,,,,
4157,originate,25,03｜常用,,,B 擴充,,,,,
4158,overgrowth,25,03｜常用,,,B 擴充,,,,,
4159,pen,25,03｜常用,,,B 擴充,,,,,
4160,porter,25,03｜常用,,,B 擴充,,,,,
4161,porto,25,03｜常用,,,B 擴充,,,,,
4162,positions,25,03｜常用,,,B 擴充,,,,,
4163,procedure,25,03｜常用,,,B 擴充,,,,,
4164,propose,25,03｜常用,,,B 擴充,,,,,
4165,prosperity,25,03｜常用,,,B 擴充,,,,,
4166,protested,25,03｜常用,,,B 擴充,,,,,
4167,punctured,25,03｜常用,,,B 擴充,,,,,
4168,records,25,03｜常用,,,B 擴充,,,,,
4169,regarding,25,03｜常用,,,B 擴充,,,,,
4170,relative,25,03｜常用,,,B 擴充,,,,,
4171,relieved,25,03｜常用,,,B 擴充,,,,,
4172,remedy,25,03｜常用,,,B 擴充,,,,,
4173,reminded,25,03｜常用,,,B 擴充,,,,,
4174,repeat,25,03｜常用,v.,重複,B 中高級核心,動詞,repeated,repeated,否,
4175,rheumatism,25,03｜常用,,,B 擴充,,,,,
4176,rickets,25,03｜常用,,,B 擴充,,,,,
4177,roar,25,03｜常用,,,B 擴充,,,,,
4178,rodent,25,03｜常用,,,B 擴充,,,,,
4179,rubbing,25,03｜常用,,,B 擴充,,,,,
4180,sale,25,03｜常用,,,B 擴充,,,,,
4181,saline,25,03｜常用,,,B 擴充,,,,,
4182,sallow,25,03｜常用,,,B 擴充,,,,,
4183,scalp,25,03｜常用,,,B 擴充,,,,,
4184,scheme,25,03｜常用,,,B 擴充,,,,,
4185,scoundrel,25,03｜常用,,,B 擴充,,,,,
4186,select,25,03｜常用,v.,選擇,B 中高級核心,動詞,selected,selected,否,
4187,shared,25,03｜常用,,,B 擴充,,,,,
4188,signal,25,03｜常用,n.,訊號,B 中高級核心,名詞,—,—,—,
4189,slightest,25,03｜常用,,,B 擴充,,,,,
4190,sobbing,25,03｜常用,,,B 擴充,,,,,
4191,speaker,25,03｜常用,,,B 擴充,,,,,
4192,successfully,25,03｜常用,,,B 擴充,,,,,
4193,sufferings,25,03｜常用,,,B 擴充,,,,,
4194,suit,25,03｜常用,,,B 擴充,,,,,
4195,theater,25,03｜常用,,,B 擴充,,,,,
4196,thinks,25,03｜常用,,,B 擴充,,,,,
4197,thoracic,25,03｜常用,,,B 擴充,,,,,
4198,trading,25,03｜常用,,,B 擴充,,,,,
4199,troubles,25,03｜常用,,,B 擴充,,,,,
4200,turner,25,03｜常用,,,B 擴充,,,,,
4201,u,25,03｜常用,,,B 擴充,,,,,
4202,uncomfortable,25,03｜常用,,,B 擴充,,,,,
4203,vividly,25,03｜常用,,,B 擴充,,,,,
4204,weep,25,03｜常用,,,B 擴充,,,,,
4205,willing,25,03｜常用,,,B 擴充,,,,,
4206,wisdom,25,03｜常用,,,B 擴充,,,,,
4207,zeal,25,03｜常用,,,B 擴充,,,,,
4208,absurd,24,03｜常用,,,B 擴充,,,,,
4209,accordingly,24,03｜常用,,,B 擴充,,,,,
4210,adenoma,24,03｜常用,,,B 擴充,,,,,
4211,adult,24,03｜常用,n.,成年人,A 基礎必會,名詞,—,—,—,
4212,africa,24,03｜常用,,,B 擴充,,,,,
4213,aims,24,03｜常用,,,B 擴充,,,,,
4214,amusing,24,03｜常用,,,B 擴充,,,,,
4215,applicable,24,03｜常用,,,B 擴充,,,,,
4216,artisans,24,03｜常用,,,B 擴充,,,,,
4217,assure,24,03｜常用,,,B 擴充,,,,,
4218,atlantic,24,03｜常用,,,B 擴充,,,,,
4219,attributed,24,03｜常用,,,B 擴充,,,,,
4220,awake,24,03｜常用,,,B 擴充,,,,,
4221,barrier,24,03｜常用,,,B 擴充,,,,,
4222,bees,24,03｜常用,,,B 擴充,,,,,
4223,behalf,24,03｜常用,,,B 擴充,,,,,
4224,bier,24,03｜常用,,,B 擴充,,,,,
4225,bundles,24,03｜常用,,,B 擴充,,,,,
4226,capillary,24,03｜常用,,,B 擴充,,,,,
4227,caries,24,03｜常用,,,B 擴充,,,,,
4228,charleston,24,03｜常用,,,B 擴充,,,,,
4229,childlike,24,03｜常用,,,B 擴充,,,,,
4230,chinese,24,03｜常用,,,B 擴充,,,,,
4231,christmas,24,03｜常用,,,B 擴充,,,,,
4232,circular,24,03｜常用,,,B 擴充,,,,,
4233,circumscribed,24,03｜常用,,,B 擴充,,,,,
4234,coffee,24,03｜常用,n.,咖啡,A 基礎必會,名詞,—,—,—,
4235,collect,24,03｜常用,,,B 擴充,,,,,
4236,colored,24,03｜常用,,,B 擴充,,,,,
4237,comrade,24,03｜常用,,,B 擴充,,,,,
4238,continues,24,03｜常用,,,B 擴充,,,,,
4239,correspondence,24,03｜常用,,,B 擴充,,,,,
4240,countrymen,24,03｜常用,,,B 擴充,,,,,
4241,courier,24,03｜常用,,,B 擴充,,,,,
4242,creating,24,03｜常用,,,B 擴充,,,,,
4243,crop,24,03｜常用,,,B 擴充,,,,,
4244,crops,24,03｜常用,,,B 擴充,,,,,
4245,crush,24,03｜常用,,,B 擴充,,,,,
4246,curly,24,03｜常用,,,B 擴充,,,,,
4247,decisive,24,03｜常用,,,B 擴充,,,,,
4248,definition,24,03｜常用,,,B 擴充,,,,,
4249,dermoids,24,03｜常用,,,B 擴充,,,,,
4250,detected,24,03｜常用,,,B 擴充,,,,,
4251,dilated,24,03｜常用,,,B 擴充,,,,,
4252,dim,24,03｜常用,,,B 擴充,,,,,
4253,eating,24,03｜常用,,,B 擴充,,,,,
4254,eighteen,24,03｜常用,,,B 擴充,,,,,
4255,elapsed,24,03｜常用,,,B 擴充,,,,,
4256,elbows,24,03｜常用,,,B 擴充,,,,,
4257,elsewhere,24,03｜常用,,,B 擴充,,,,,
4258,employment,24,03｜常用,n.,就業,A 基礎必會,名詞,—,—,—,
4259,enable,24,03｜常用,,,B 擴充,,,,,
4260,encouraged,24,03｜常用,,,B 擴充,,,,,
4261,englishman,24,03｜常用,,,B 擴充,,,,,
4262,enjoy,24,03｜常用,v.,享受；喜歡,A 基礎必會,動詞,enjoyed,enjoyed,否,
4263,expansion,24,03｜常用,,,B 擴充,,,,,
4264,factors,24,03｜常用,,,B 擴充,,,,,
4265,factory,24,03｜常用,,,B 擴充,,,,,
4266,fed,24,03｜常用,,,B 擴充,,,,,
4267,fence,24,03｜常用,,,B 擴充,,,,,
4268,feverish,24,03｜常用,,,B 擴充,,,,,
4269,fibromatosis,24,03｜常用,,,B 擴充,,,,,
4270,fleet,24,03｜常用,,,B 擴充,,,,,
4271,folded,24,03｜常用,,,B 擴充,,,,,
4272,freehold,24,03｜常用,,,B 擴充,,,,,
4273,golden,24,03｜常用,,,B 擴充,,,,,
4274,gradual,24,03｜常用,adj.,逐漸的,A 基礎必會,形容詞,—,—,—,
4275,grateful,24,03｜常用,,,B 擴充,,,,,
4276,greatness,24,03｜常用,,,B 擴充,,,,,
4277,greeting,24,03｜常用,,,B 擴充,,,,,
4278,guide,24,03｜常用,n.,指南；導遊,B 中高級核心,名詞,—,—,—,
4279,hiding,24,03｜常用,,,B 擴充,,,,,
4280,hoofs,24,03｜常用,,,B 擴充,,,,,
4281,hoping,24,03｜常用,,,B 擴充,,,,,
4282,huntsman,24,03｜常用,,,B 擴充,,,,,
4283,hurrying,24,03｜常用,,,B 擴充,,,,,
4284,impending,24,03｜常用,,,B 擴充,,,,,
4285,impressed,24,03｜常用,,,B 擴充,,,,,
4286,improved,24,03｜常用,,,B 擴充,,,,,
4287,infants,24,03｜常用,,,B 擴充,,,,,
4288,infections,24,03｜常用,,,B 擴充,,,,,
4289,infiltration,24,03｜常用,,,B 擴充,,,,,
4290,intestine,24,03｜常用,,,B 擴充,,,,,
4291,jacksonian,24,03｜常用,,,B 擴充,,,,,
4292,jones,24,03｜常用,,,B 擴充,,,,,
4293,kuzminichna,24,03｜常用,,,B 擴充,,,,,
4294,lesser,24,03｜常用,,,B 擴充,,,,,
4295,lining,24,03｜常用,,,B 擴充,,,,,
4296,located,24,03｜常用,,,B 擴充,,,,,
4297,majestic,24,03｜常用,,,B 擴充,,,,,
4298,marched,24,03｜常用,,,B 擴充,,,,,
4299,mechanics,24,03｜常用,,,B 擴充,,,,,
4300,median,24,03｜常用,,,B 擴充,,,,,
4301,membranes,24,03｜常用,,,B 擴充,,,,,
4302,merit,24,03｜常用,,,B 擴充,,,,,
4303,mistress,24,03｜常用,,,B 擴充,,,,,
4304,moon,24,03｜常用,,,B 擴充,,,,,
4305,moves,24,03｜常用,,,B 擴充,,,,,
4306,nebraska,24,03｜常用,,,B 擴充,,,,,
4307,needles,24,03｜常用,,,B 擴充,,,,,
4308,neuroma,24,03｜常用,,,B 擴充,,,,,
4309,nowhere,24,03｜常用,,,B 擴充,,,,,
4310,occasional,24,03｜常用,,,B 擴充,,,,,
4311,occupy,24,03｜常用,,,B 擴充,,,,,
4312,offering,24,03｜常用,,,B 擴充,,,,,
4313,openly,24,03｜常用,,,B 擴充,,,,,
4314,panama,24,03｜常用,,,B 擴充,,,,,
4315,precisely,24,03｜常用,,,B 擴充,,,,,
4316,prepuce,24,03｜常用,,,B 擴充,,,,,
4317,profit,24,03｜常用,,,B 擴充,,,,,
4318,proprietary,24,03｜常用,,,B 擴充,,,,,
4319,qualities,24,03｜常用,,,B 擴充,,,,,
4320,radiant,24,03｜常用,,,B 擴充,,,,,
4321,regret,24,03｜常用,,,B 擴充,,,,,
4322,reluctantly,24,03｜常用,,,B 擴充,,,,,
4323,remarkably,24,03｜常用,,,B 擴充,,,,,
4324,repeal,24,03｜常用,,,B 擴充,,,,,
4325,repeatedly,24,03｜常用,,,B 擴充,,,,,
4326,retreating,24,03｜常用,,,B 擴充,,,,,
4327,rhetor,24,03｜常用,,,B 擴充,,,,,
4328,rico,24,03｜常用,,,B 擴充,,,,,
4329,rises,24,03｜常用,,,B 擴充,,,,,
4330,root,24,03｜常用,,,B 擴充,,,,,
4331,roused,24,03｜常用,,,B 擴充,,,,,
4332,scott,24,03｜常用,,,B 擴充,,,,,
4333,settlements,24,03｜常用,,,B 擴充,,,,,
4334,sheep,24,03｜常用,,,B 擴充,,,,,
4335,slip,24,03｜常用,,,B 擴充,,,,,
4336,smart,24,03｜常用,adj.,聰明的；智慧型的,B 中高級核心,形容詞,—,—,—,
4337,smilingly,24,03｜常用,,,B 擴充,,,,,
4338,stake,24,03｜常用,,,B 擴充,,,,,
4339,star,24,03｜常用,,,B 擴充,,,,,
4340,stared,24,03｜常用,,,B 擴充,,,,,
4341,strangely,24,03｜常用,,,B 擴充,,,,,
4342,subtle,24,03｜常用,,,B 擴充,,,,,
4343,suction,24,03｜常用,,,B 擴充,,,,,
4344,suggest,24,03｜常用,v.,建議,A 基礎必會,動詞,suggested,suggested,否,
4345,suggestion,24,03｜常用,n.,建議,B 中高級核心,名詞,—,—,—,
4346,surely,24,03｜常用,,,B 擴充,,,,,
4347,surrendered,24,03｜常用,,,B 擴充,,,,,
4348,tear,24,03｜常用,,,B 擴充,,,,,
4349,tent,24,03｜常用,,,B 擴充,,,,,
4350,terminal,24,03｜常用,,,B 擴充,,,,,
4351,thrombus,24,03｜常用,,,B 擴充,,,,,
4352,ties,24,03｜常用,,,B 擴充,,,,,
4353,tiptoe,24,03｜常用,,,B 擴充,,,,,
4354,unconscious,24,03｜常用,,,B 擴充,,,,,
4355,undertaking,24,03｜常用,,,B 擴充,,,,,
4356,vereshchagin,24,03｜常用,,,B 擴充,,,,,
4357,vigorously,24,03｜常用,,,B 擴充,,,,,
4358,vodka,24,03｜常用,,,B 擴充,,,,,
4359,weaker,24,03｜常用,,,B 擴充,,,,,
4360,weapon,24,03｜常用,,,B 擴充,,,,,
4361,widespread,24,03｜常用,,,B 擴充,,,,,
4362,wisconsin,24,03｜常用,,,B 擴充,,,,,
4363,wise,24,03｜常用,,,B 擴充,,,,,
4364,xv,24,03｜常用,,,B 擴充,,,,,
4365,abuses,23,03｜常用,,,B 擴充,,,,,
4366,admitting,23,03｜常用,,,B 擴充,,,,,
4367,affectionate,23,03｜常用,,,B 擴充,,,,,
4368,alleged,23,03｜常用,,,B 擴充,,,,,
4369,anaesthesia,23,03｜常用,,,B 擴充,,,,,
4370,appearing,23,03｜常用,,,B 擴充,,,,,
4371,applications,23,03｜常用,,,B 擴充,,,,,
4372,assemblies,23,03｜常用,,,B 擴充,,,,,
4373,atmosphere,23,03｜常用,n.,氣氛；大氣,A 基礎必會,名詞,—,—,—,
4374,attractive,23,03｜常用,adj.,吸引人的,A 基礎必會,形容詞,—,—,—,
4375,audible,23,03｜常用,,,B 擴充,,,,,
4376,bay,23,03｜常用,,,B 擴充,,,,,
4377,belong,23,03｜常用,v.,屬於,A 基礎必會,動詞,belonged,belonged,否,
4378,blind,23,03｜常用,adj.,失明的；盲目的,A 基礎必會,形容詞,—,—,—,
4379,burke,23,03｜常用,,,B 擴充,,,,,
4380,buttock,23,03｜常用,,,B 擴充,,,,,
4381,callender,23,03｜常用,,,B 擴充,,,,,
4382,celebrated,23,03｜常用,,,B 擴充,,,,,
4383,competition,23,03｜常用,n.,競爭；比賽,A 基礎必會,名詞,—,—,—,
4384,cords,23,03｜常用,,,B 擴充,,,,,
4385,creditors,23,03｜常用,,,B 擴充,,,,,
4386,dashed,23,03｜常用,,,B 擴充,,,,,
4387,defect,23,03｜常用,,,B 擴充,,,,,
4388,defects,23,03｜常用,,,B 擴充,,,,,
4389,deliberately,23,03｜常用,,,B 擴充,,,,,
4390,delightful,23,03｜常用,,,B 擴充,,,,,
4391,delivered,23,03｜常用,,,B 擴充,,,,,
4392,dimly,23,03｜常用,,,B 擴充,,,,,
4393,drift,23,03｜常用,,,B 擴充,,,,,
4394,drinking,23,03｜常用,,,B 擴充,,,,,
4395,economy,23,03｜常用,n.,經濟,A 基礎必會,名詞,—,—,—,
4396,emancipation,23,03｜常用,,,B 擴充,,,,,
4397,examples,23,03｜常用,,,B 擴充,,,,,
4398,fatty,23,03｜常用,,,B 擴充,,,,,
4399,favorable,23,03｜常用,,,B 擴充,,,,,
4400,finds,23,03｜常用,,,B 擴充,,,,,
4401,fitted,23,03｜常用,,,B 擴充,,,,,
4402,flames,23,03｜常用,,,B 擴充,,,,,
4403,flexor,23,03｜常用,,,B 擴充,,,,,
4404,fog,23,03｜常用,,,B 擴充,,,,,
4405,fold,23,03｜常用,,,B 擴充,,,,,
4406,followers,23,03｜常用,,,B 擴充,,,,,
4407,fox,23,03｜常用,,,B 擴充,,,,,
4408,framework,23,03｜常用,,,B 擴充,,,,,
4409,frankly,23,03｜常用,,,B 擴充,,,,,
4410,frown,23,03｜常用,,,B 擴充,,,,,
4411,gigantic,23,03｜常用,,,B 擴充,,,,,
4412,heights,23,03｜常用,,,B 擴充,,,,,
4413,hitherto,23,03｜常用,,,B 擴充,,,,,
4414,honest,23,03｜常用,adj.,誠實的,B 中高級核心,形容詞,—,—,—,
4415,host,23,03｜常用,n.,主人；主持人,B 中高級核心,名詞,—,—,—,
4416,hostility,23,03｜常用,,,B 擴充,,,,,
4417,incised,23,03｜常用,,,B 擴充,,,,,
4418,index,23,03｜常用,,,B 擴充,,,,,
4419,induce,23,03｜常用,,,B 擴充,,,,,
4420,influences,23,03｜常用,,,B 擴充,,,,,
4421,introduce,23,03｜常用,v.,介紹；引進,A 基礎必會,動詞,introduced,introduced,否,
4422,irrigation,23,03｜常用,,,B 擴充,,,,,
4423,knights,23,03｜常用,,,B 擴充,,,,,
4424,lime,23,03｜常用,,,B 擴充,,,,,
4425,limits,23,03｜常用,,,B 擴充,,,,,
4426,linen,23,03｜常用,,,B 擴充,,,,,
4427,longed,23,03｜常用,,,B 擴充,,,,,
4428,lungs,23,03｜常用,,,B 擴充,,,,,
4429,lymphangitis,23,03｜常用,,,B 擴充,,,,,
4430,madam,23,03｜常用,,,B 擴充,,,,,
4431,michigan,23,03｜常用,,,B 擴充,,,,,
4432,muttering,23,03｜常用,,,B 擴充,,,,,
4433,nationalism,23,03｜常用,,,B 擴充,,,,,
4434,neuro,23,03｜常用,,,B 擴充,,,,,
4435,opium,23,03｜常用,,,B 擴充,,,,,
4436,opponent,23,03｜常用,,,B 擴充,,,,,
4437,orange,23,03｜常用,,,B 擴充,,,,,
4438,originates,23,03｜常用,,,B 擴充,,,,,
4439,partial,23,03｜常用,,,B 擴充,,,,,
4440,pas,23,03｜常用,,,B 擴充,,,,,
4441,passionately,23,03｜常用,,,B 擴充,,,,,
4442,plenty,23,03｜常用,,,B 擴充,,,,,
4443,preoccupied,23,03｜常用,,,B 擴充,,,,,
4444,prescribed,23,03｜常用,,,B 擴充,,,,,
4445,produces,23,03｜常用,,,B 擴充,,,,,
4446,promptly,23,03｜常用,,,B 擴充,,,,,
4447,pull,23,03｜常用,,,B 擴充,,,,,
4448,pursuit,23,03｜常用,,,B 擴充,,,,,
4449,questioned,23,03｜常用,,,B 擴充,,,,,
4450,recollection,23,03｜常用,,,B 擴充,,,,,
4451,recourse,23,03｜常用,,,B 擴充,,,,,
4452,reflection,23,03｜常用,,,B 擴充,,,,,
4453,reformers,23,03｜常用,,,B 擴充,,,,,
4454,remembering,23,03｜常用,,,B 擴充,,,,,
4455,representing,23,03｜常用,,,B 擴充,,,,,
4456,respectful,23,03｜常用,,,B 擴充,,,,,
4457,respiration,23,03｜常用,,,B 擴充,,,,,
4458,restrictions,23,03｜常用,,,B 擴充,,,,,
4459,rice,23,03｜常用,,,B 擴充,,,,,
4460,routine,23,03｜常用,,,B 擴充,,,,,
4461,rumors,23,03｜常用,,,B 擴充,,,,,
4462,sharing,23,03｜常用,,,B 擴充,,,,,
4463,shout,23,03｜常用,,,B 擴充,,,,,
4464,sin,23,03｜常用,,,B 擴充,,,,,
4465,sloughs,23,03｜常用,,,B 擴充,,,,,
4466,solemnly,23,03｜常用,,,B 擴充,,,,,
4467,sorts,23,03｜常用,,,B 擴充,,,,,
4468,spasms,23,03｜常用,,,B 擴充,,,,,
4469,spurs,23,03｜常用,,,B 擴充,,,,,
4470,stain,23,03｜常用,,,B 擴充,,,,,
4471,standards,23,03｜常用,,,B 擴充,,,,,
4472,stolen,23,03｜常用,,,B 擴充,,,,,
4473,stump,23,03｜常用,,,B 擴充,,,,,
4474,sub,23,03｜常用,,,B 擴充,,,,,
4475,taste,23,03｜常用,,,B 擴充,,,,,
4476,tense,23,03｜常用,,,B 擴充,,,,,
4477,traces,23,03｜常用,,,B 擴充,,,,,
4478,trained,23,03｜常用,,,B 擴充,,,,,
4479,transformed,23,03｜常用,,,B 擴充,,,,,
4480,treason,23,03｜常用,,,B 擴充,,,,,
4481,washed,23,03｜常用,,,B 擴充,,,,,
4482,washing,23,03｜常用,,,B 擴充,,,,,
4483,waste,23,03｜常用,,,B 擴充,,,,,
4484,whence,23,03｜常用,,,B 擴充,,,,,
4485,wherever,23,03｜常用,,,B 擴充,,,,,
4486,wire,23,03｜常用,,,B 擴充,,,,,
4487,wolzogen,23,03｜常用,,,B 擴充,,,,,
4488,wretched,23,03｜常用,,,B 擴充,,,,,
4489,abdomen,22,03｜常用,,,B 擴充,,,,,
4490,accompany,22,03｜常用,v.,陪伴,A 基礎必會,動詞,accompanied,accompanied,否,
4491,acquainted,22,03｜常用,,,B 擴充,,,,,
4492,adding,22,03｜常用,,,B 擴充,,,,,
4493,adoption,22,03｜常用,,,B 擴充,,,,,
4494,agricultural,22,03｜常用,,,B 擴充,,,,,
4495,allies,22,03｜常用,,,B 擴充,,,,,
4496,angioma,22,03｜常用,,,B 擴充,,,,,
4497,appreciated,22,03｜常用,,,B 擴充,,,,,
4498,attendance,22,03｜常用,,,B 擴充,,,,,
4499,audience,22,03｜常用,n.,觀眾；聽眾,A 基礎必會,名詞,—,—,—,
4500,avoiding,22,03｜常用,,,B 擴充,,,,,
4501,bath,22,03｜常用,n.,洗澡；浴缸,A 基礎必會,名詞,—,—,—,
4502,bind,22,03｜常用,,,B 擴充,,,,,
4503,bite,22,03｜常用,v.,咬,A 基礎必會,動詞,bit,bitten,是,
4504,blister,22,03｜常用,,,B 擴充,,,,,
4505,blocking,22,03｜常用,,,B 擴充,,,,,
4506,boot,22,03｜常用,,,B 擴充,,,,,
4507,brachial,22,03｜常用,,,B 擴充,,,,,
4508,catgut,22,03｜常用,,,B 擴充,,,,,
4509,cellar,22,03｜常用,,,B 擴充,,,,,
4510,checked,22,03｜常用,,,B 擴充,,,,,
4511,circulating,22,03｜常用,,,B 擴充,,,,,
4512,claimed,22,03｜常用,,,B 擴充,,,,,
4513,clavichord,22,03｜常用,,,B 擴充,,,,,
4514,coin,22,03｜常用,,,B 擴充,,,,,
4515,comfortable,22,03｜常用,adj.,舒適的,A 基礎必會,形容詞,—,—,—,
4516,commons,22,03｜常用,,,B 擴充,,,,,
4517,critical,22,03｜常用,adj.,關鍵的；批判性的,A 基礎必會,形容詞,—,—,—,
4518,crushing,22,03｜常用,,,B 擴充,,,,,
4519,curtain,22,03｜常用,,,B 擴充,,,,,
4520,daring,22,03｜常用,,,B 擴充,,,,,
4521,dawn,22,03｜常用,,,B 擴充,,,,,
4522,defended,22,03｜常用,,,B 擴充,,,,,
4523,depths,22,03｜常用,,,B 擴充,,,,,
4524,desires,22,03｜常用,,,B 擴充,,,,,
4525,destiny,22,03｜常用,,,B 擴充,,,,,
4526,diphtheria,22,03｜常用,,,B 擴充,,,,,
4527,downwards,22,03｜常用,,,B 擴充,,,,,
4528,dragging,22,03｜常用,,,B 擴充,,,,,
4529,drissa,22,03｜常用,,,B 擴充,,,,,
4530,duct,22,03｜常用,,,B 擴充,,,,,
4531,efficient,22,03｜常用,adj.,有效率的,A 基礎必會,形容詞,—,—,—,
4532,eighteenth,22,03｜常用,,,B 擴充,,,,,
4533,embarrassed,22,03｜常用,,,B 擴充,,,,,
4534,empereur,22,03｜常用,,,B 擴充,,,,,
4535,ensue,22,03｜常用,,,B 擴充,,,,,
4536,erosion,22,03｜常用,,,B 擴充,,,,,
4537,establishing,22,03｜常用,,,B 擴充,,,,,
4538,examine,22,03｜常用,v.,檢查,B 中高級核心,動詞,examined,examined,否,
4539,extra,22,03｜常用,,,B 擴充,,,,,
4540,exudate,22,03｜常用,,,B 擴充,,,,,
4541,file,22,03｜常用,n.,檔案,A 基礎必會,名詞,—,—,—,
4542,foreigners,22,03｜常用,,,B 擴充,,,,,
4543,foreseen,22,03｜常用,,,B 擴充,,,,,
4544,foundations,22,03｜常用,,,B 擴充,,,,,
4545,francis,22,03｜常用,,,B 擴充,,,,,
4546,functions,22,03｜常用,,,B 擴充,,,,,
4547,generations,22,03｜常用,,,B 擴充,,,,,
4548,gets,22,03｜常用,,,B 擴充,,,,,
4549,gloom,22,03｜常用,,,B 擴充,,,,,
4550,glow,22,03｜常用,,,B 擴充,,,,,
4551,habitual,22,03｜常用,,,B 擴充,,,,,
4552,harsh,22,03｜常用,,,B 擴充,,,,,
4553,helpless,22,03｜常用,,,B 擴充,,,,,
4554,hoarse,22,03｜常用,,,B 擴充,,,,,
4555,honored,22,03｜常用,,,B 擴充,,,,,
4556,horizon,22,03｜常用,,,B 擴充,,,,,
4557,hotel,22,03｜常用,n.,旅館,B 中高級核心,名詞,—,—,—,
